                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20250827"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99                                      100                                      101                                      102                                      103                                      104                                      105                                      106                                      107                                      108                                      109                                      110                                      111                                      112                                      113                                      114                                      115                                      116                                      117                                      118                                      119                                      120                                      121                                      122                                      123                                      124                                      125                                      126                                      127                                      128                                      129                                      130                                      131                                      132                                      133                                      134                                      135                                      136                                      137                                      138                                      139                                      140                                      141                                      142                                      143                                      144                                      145                                      146                                      147                                      148                                      149                                      150                                      151                                      152                                      153                                      154                                      155                                      156                                      157                                      158                                      159                                      160                                      161                                      162                                      163                                      164                                      165                                      166                                      167                                      168 
                            model_number                                 star_age                                star_mass                               log_xmstar                                star_mdot                             log_abs_mdot                                   log_dt                                num_zones               log_total_angular_momentum                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               mix_type_1                               mix_qtop_1                               mix_type_2                               mix_qtop_2                               mix_type_3                               mix_qtop_3                               mix_type_4                               mix_qtop_4                               mix_type_5                               mix_qtop_5                               mix_type_6                               mix_qtop_6                               mix_type_7                               mix_qtop_7                               mix_type_8                               mix_qtop_8                               mix_type_9                               mix_qtop_9                              mix_type_10                              mix_qtop_10                              mix_type_11                              mix_qtop_11                              mix_type_12                              mix_qtop_12                              mix_type_13                              mix_qtop_13                              mix_type_14                              mix_qtop_14                              mix_type_15                              mix_qtop_15                              mix_type_16                              mix_qtop_16                              mix_type_17                              mix_qtop_17                              mix_type_18                              mix_qtop_18                              mix_type_19                              mix_qtop_19                              mix_type_20                              mix_qtop_20                          mix_relr_type_1                           mix_relr_top_1                          mix_relr_type_2                           mix_relr_top_2                          mix_relr_type_3                           mix_relr_top_3                          mix_relr_type_4                           mix_relr_top_4                          mix_relr_type_5                           mix_relr_top_5                          mix_relr_type_6                           mix_relr_top_6                          mix_relr_type_7                           mix_relr_top_7                          mix_relr_type_8                           mix_relr_top_8                          mix_relr_type_9                           mix_relr_top_9                         mix_relr_type_10                          mix_relr_top_10                         mix_relr_type_11                          mix_relr_top_11                         mix_relr_type_12                          mix_relr_top_12                         mix_relr_type_13                          mix_relr_top_13                         mix_relr_type_14                          mix_relr_top_14                         mix_relr_type_15                          mix_relr_top_15                         mix_relr_type_16                          mix_relr_top_16                         mix_relr_type_17                          mix_relr_top_17                         mix_relr_type_18                          mix_relr_top_18                         mix_relr_type_19                          mix_relr_top_19                         mix_relr_type_20                          mix_relr_top_20                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                           he_core_radius                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                 log_Teff                            photosphere_r                               luminosity                                    log_L                                    log_R                                    log_g                                  gravity                           surf_avg_j_rot                           surf_avg_omega                      surf_avg_omega_crit            surf_avg_omega_div_omega_crit                           surf_avg_v_rot                          surf_avg_v_crit                   surf_avg_Lrad_div_Ledd                    rotational_mdot_boost            surf_r_equatorial_div_r_polar                  surf_r_equatorial_div_r                       surf_r_polar_div_r                             log_center_T                           log_center_Rho                             log_center_P                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_n14                               center_o16                               surface_h1                              surface_he4                              surface_li7                              surface_c12                              surface_n14                              surface_o16                             surface_ne20                             surface_mg24                             surface_al27                            total_mass_h1                           total_mass_he4                                       pp                                      cno                       c_log_eps_burn_cno                  c_log_eps_burn_tri_alfa                        v_div_csound_surf                              num_retries                          k_below_const_q                          q_below_const_q                             k_const_mass                             q_const_mass                                log_max_T 
                                       1                  5.5901699437494777E+001                  1.9999997988153673E+001                  3.4599708402537473E+001                 -3.5989001166818622E-008                 -7.4438302065218203E+000                  1.7474250108400471E+000                                     1190                 -9.8999999999999986E+001                  8.4840286391597495E+000                  4.2356347627458213E-001                  7.8131048408813797E-008                  4.4683693406728309E-001                  4.3400188096542092E-001                  4.4683693406728309E-001                  7.8131048408813797E-008                  9.9999999533126338E-001                  9.9999996623676646E-001                                        1                  4.2420147462939639E-001                                        3                  4.2796836240271730E-001                                        4                  4.3400188096542092E-001                                        1                  4.4697221610576549E-001                                        0                  9.9999996623676646E-001                                        1                  9.9999999552622021E-001                                        0                  9.9999999996461186E-001                                        1                  9.9999999997688760E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        1                  2.7973667893383508E-001                                        3                  2.8098703839639272E-001                                        4                  2.8298977736612640E-001                                        1                  2.8729248677000696E-001                                        0                  9.7728791496685130E-001                                        1                  9.8903250383146868E-001                                        0                  9.9888981048791259E-001                                        1                  9.9919457402362399E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0509033914678440E+034                  2.2691557100512074E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7602356069057707E+000                 -2.7835045249176975E+001                 -9.8999999999999986E+001                  4.7602356069057707E+000                  4.5403603806334418E+000                  5.8337662245770474E+000                  4.4342675452860683E+004                  4.6468218930942138E+000                  7.6594902173284962E-001                  4.2070212619247167E+000                  1.6107244901164866E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  7.5543801245415754E+000                  6.7724055818763385E-001                  1.6430873669935952E+001                  6.2040554733624220E-001                  8.4954016167435742E-001                  1.2980382726231321E+000                  6.9908009377156433E-001                  2.8037496924415234E-001                  1.2549871169692731E-004                  4.9360152083483275E-003                  9.2929500995705145E-003                  7.0000000000000007E-001                  2.7997020236474901E-001                  0.0000000000000000E+000                  3.4416106108119964E-003                  1.0081585468366032E-003                  9.3604466091399743E-003                  2.0994599496976479E-003                  4.0903242835137483E-003                  0.0000000000000000E+000                  1.3991957119875824E+001                  5.6029345699067639E+000                  2.5766778839920330E+000                  4.7573802956204316E+000                  5.1464890854326848E+000                 -2.6686237325779558E+001                  2.4036842941543522E-006                                        0                                      116                  9.9999999766204162E-001                                      387                  9.9996206192917214E-001                  7.5543801245415754E+000 
                                       5                  4.1599808653406103E+002                  1.9999985757760385E+001                  3.4599708136957751E+001                 -3.3439888093714598E-008                 -7.4757351845931748E+000                  2.0641499950305464E+000                                     1059                 -9.8999999999999986E+001                  9.3864914384395917E+000                  4.6813912613132169E-001                  7.8131095371247739E-008                  4.8481036639840114E-001                  4.7458947129987888E-001                  4.8481036639840114E-001                  7.8131095371247739E-008                  9.9999999495007852E-001                  9.9999996963819682E-001                                        1                  4.6932490613386818E-001                                        3                  4.7373331431760590E-001                                        4                  4.7458947129987888E-001                                        1                  4.8660246855168732E-001                                        0                  9.9999996963819682E-001                                        1                  9.9999999503695236E-001                                        0                  9.9999999996262134E-001                                        1                  9.9999999997778477E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        1                  2.9668211967269703E-001                                        3                  2.9815308303832488E-001                                        4                  2.9843906723331376E-001                                        1                  3.0245370250296150E-001                                        0                  9.7846682142766084E-001                                        1                  9.8874198123857204E-001                                        0                  9.9886485245043677E-001                                        1                  9.9923359057168115E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1897587815148717E+034                  1.8248050538214570E+034                  1.8883995961520548E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.9175721990627925E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.9792454327560796E+000                 -2.8118010935130911E+001                 -1.0359958589183659E+001                  4.9792454327560804E+000                  4.5374110346018872E+000                  5.8643645194392962E+000                  4.3608222061366789E+004                  4.6395683805354331E+000                  7.6822095751656760E-001                  4.2024771247775572E+000                  1.5939589212637442E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  7.5496103778136003E+000                  6.6092782050328369E-001                  1.6410119765551393E+001                  6.2037403462209872E-001                  8.4957070981062799E-001                  1.2979471310053874E+000                  6.9914056220711129E-001                  2.8034697168103895E-001                  3.3509452709181488E-004                  4.6874389896276866E-003                  9.2975761194861554E-003                  7.0000000000000018E-001                  2.7997020236474879E-001                  0.0000000000000000E+000                  3.4416106108119942E-003                  1.0081585468366047E-003                  9.3604466091399743E-003                  2.0994599496976509E-003                  4.0903242835137518E-003                  0.0000000000000000E+000                  1.3991617412601466E+001                  5.6030686728885435E+000                  3.1009845108723995E+000                  4.9734589666975770E+000                  5.3553465936177060E+000                 -2.6965536707451065E+001                  1.4689305668234036E-006                                        0                                      116                  9.9999999755723912E-001                                      383                  9.9996083452316853E-001                  7.5496103778136003E+000 
                                      10                  1.1264238629437311E+003                  1.9999963700955156E+001                  3.4599707657999708E+001                 -2.9785638721231170E-008                 -7.5259930824836534E+000                  2.1850284996590181E+000                                     1053                 -9.8999999999999986E+001                  1.0190277527542507E+001                  5.0785053025661897E-001                  7.8131180525353727E-008                  9.9999999461284783E-001                  9.9999996778726774E-001                  5.1713523856924848E-001                  7.8131180525353727E-008                  9.9999999461284783E-001                  9.9999996778726774E-001                                        1                  5.0951480112215608E-001                                        3                  5.1317119827336422E-001                                        4                  5.1904801717331905E-001                                        0                  9.9999996778726774E-001                                        1                  9.9999999462943789E-001                                        0                  9.9999999995052702E-001                                        1                  9.9999999998094646E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        1                  3.1339799978769073E-001                                        3                  3.1463836317175575E-001                                        4                  3.1663704609541987E-001                                        0                  9.7844596644516568E-001                                        1                  9.8861558885796463E-001                                        0                  9.9865209754482709E-001                                        1                  9.9934094149443919E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0885719803234138E+034                  1.7372734487063519E+034                  2.0713092265179007E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.1775925168581803E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7922549989950873E+000                 -2.8589644121119210E+001                 -1.0439139835231284E+001                  4.7922549989950873E+000                  4.5318180093114657E+000                  5.9157630421794156E+000                  4.2147896418718141E+004                  4.6247759040724903E+000                  7.7201076986594130E-001                  4.1948970211207648E+000                  1.5663796098457567E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  7.5416623000357275E+000                  6.3493551866286502E-001                  1.6376511482230928E+001                  6.2037651438236452E-001                  8.4956874165424690E-001                  1.2979554681124590E+000                  6.9913659262285111E-001                  2.8034292179219600E-001                  2.8808529852393858E-004                  4.7416895793610967E-003                  9.2982544169286797E-003                  7.0000000000000040E-001                  2.7997020236474923E-001                  0.0000000000000000E+000                  3.4416106108119994E-003                  1.0081585468366043E-003                  9.3604466091399725E-003                  2.0994599496976492E-003                  4.0903242835137492E-003                  0.0000000000000000E+000                  1.3991012910579775E+001                  5.6032617661081092E+000                  2.9969712766078529E+000                  4.7852403948057427E+000                  5.1696100936227323E+000                 -2.7432369342733100E+001                  1.1360330866873320E-006                                        0                                      117                  9.9999999745402934E-001                                      385                  9.9995886613795237E-001                  7.5416623000357275E+000 
                                      15                  2.4937624432912926E+003                  1.9999924103264558E+001                  3.4599706798144368E+001                 -2.8962542672988980E-008                 -7.5381633133183250E+000                  2.5809347298971423E+000                                     1048                 -9.8999999999999986E+001                  9.1024125639311393E+000                  4.5399942596280263E-001                  7.8131335179421058E-008                  9.9999999435728160E-001                  9.9999996751956721E-001                  4.5512235531160666E-001                  7.8131335179421058E-008                  9.9999999435728160E-001                  9.9999996751956721E-001                                        1                  4.5512235531160666E-001                                        3                  4.5826359699903474E-001                                        0                  9.9999996751956721E-001                                        1                  9.9999999454332855E-001                                        0                  9.9999999994793909E-001                                        1                  9.9999999998125788E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        1                  2.9420655427700182E-001                                        3                  2.9526130637748849E-001                                        0                  9.7837757108122914E-001                                        1                  9.8855505137561273E-001                                        0                  9.9860439277733259E-001                                        1                  9.9935042673285135E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.2848591219662210E+033                  1.5945008010149151E+034                  2.0710959603057761E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.1832857213690544E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5313425155782134E+000                 -2.8555662219220899E+001                 -1.1138109839567303E+001                  4.5313425155782134E+000                  4.5317128234243098E+000                  5.9209526795693090E+000                  4.2180993171623493E+004                  4.6251168011947827E+000                  7.7239159020139680E-001                  4.1941345205945151E+000                  1.5636318949818022E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  7.5422027477206921E+000                  6.3817480373931390E-001                  1.6380021432362010E+001                  6.2040801196330631E-001                  8.4953780128004819E-001                  1.2980449763668251E+000                  6.9907515866896541E-001                  2.8037793763641594E-001                  1.1718410172061065E-004                  4.9461495861587079E-003                  9.2924541001358479E-003                  7.0000000000000062E-001                  2.7997020236474934E-001                  0.0000000000000000E+000                  3.4416106108119964E-003                  1.0081585468366047E-003                  9.3604466091399829E-003                  2.0994599496976496E-003                  4.0903242835137535E-003                  0.0000000000000000E+000                  1.3990384139614859E+001                  5.6035906227099064E+000                  2.6538766265190623E+000                  4.5255453758559465E+000                  4.9203615770255027E+000                 -2.7397339597320080E+001                  5.3980179345894547E-007                                        0                                      117                  9.9999999745402934E-001                                      387                  9.9995900133479743E-001                  7.5422027477206921E+000 
                                      20                  4.7235611589616228E+003                  1.9999855317727874E+001                  3.4599705304477183E+001                 -3.2456307273105463E-008                 -7.4887008936947073E+000                  2.5833762462161478E+000                                     1044                 -9.8999999999999986E+001                  8.2642406169804374E+000                  4.1023369451998171E-001                  7.8131603853393017E-008                  9.9999999478679391E-001                  9.9999996899896237E-001                  4.1023369451998171E-001                  7.8131603853393017E-008                  9.9999999478679391E-001                  9.9999996899896237E-001                                        1                  4.1321502009342109E-001                                        0                  9.9999996899896237E-001                                        1                  9.9999999488936497E-001                                        0                  9.9999999995743249E-001                                        1                  9.9999999997921418E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        1                  2.7642034807058014E-001                                        0                  9.7826081036735157E-001                                        1                  9.8861644016990158E-001                                        0                  9.9875634774760913E-001                                        1                  9.9927464116634701E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.1923244390455420E+033                  1.5816445895022154E+034                  2.0686879924476526E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2428095555987671E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5378317078648314E+000                 -2.8086834700992558E+001                 -9.8999999999999986E+001                  4.5378317078648314E+000                  4.5373155727516234E+000                  5.8834918571067725E+000                  4.3854577521374966E+004                  4.6420149315336996E+000                  7.6963515671622862E-001                  4.1996458938976637E+000                  1.5836014615310773E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  7.5500867281422401E+000                  6.6483449121567606E-001                  1.6414074132377554E+001                  6.2045112281150006E-001                  8.4949325617013394E-001                  1.2981601786557271E+000                  6.9898636863289487E-001                  2.8046083268107613E-001                  6.5842037618072283E-005                  5.0183789369430175E-003                  9.2783623561381156E-003                  7.0000000000000084E-001                  2.7997020236474901E-001                  0.0000000000000000E+000                  3.4416106108120016E-003                  1.0081585468366050E-003                  9.3604466091399777E-003                  2.0994599496976501E-003                  4.0903242835137544E-003                  0.0000000000000000E+000                  1.3989580141084099E+001                  5.6042747468106073E+000                  2.2820849042890985E+000                  4.5354148819991149E+000                  4.9368174317016162E+000                 -2.6932455829040656E+001                  5.4296165507572311E-007                                        0                                      116                  9.9999999755723912E-001                                      389                  9.9996016738650118E-001                  7.5500867281422401E+000 
