                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20201015"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99                                      100                                      101                                      102                                      103                                      104                                      105                                      106                                      107                                      108                                      109                                      110                                      111                                      112                                      113                                      114                                      115                                      116                                      117                                      118                                      119                                      120                                      121                                      122                                      123                                      124                                      125                                      126                                      127                                      128                                      129                                      130                                      131                                      132                                      133                                      134                                      135                                      136 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               mix_type_1                               mix_qtop_1                               mix_type_2                               mix_qtop_2                               mix_type_3                               mix_qtop_3                               mix_type_4                               mix_qtop_4                               mix_type_5                               mix_qtop_5                               mix_type_6                               mix_qtop_6                               mix_type_7                               mix_qtop_7                               mix_type_8                               mix_qtop_8                               mix_type_9                               mix_qtop_9                              mix_type_10                              mix_qtop_10                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                              burn_type_1                              burn_qtop_1                              burn_type_2                              burn_qtop_2                              burn_type_3                              burn_qtop_3                              burn_type_4                              burn_qtop_4                              burn_type_5                              burn_qtop_5                              burn_type_6                              burn_qtop_6                              burn_type_7                              burn_qtop_7                              burn_type_8                              burn_qtop_8                              burn_type_9                              burn_qtop_9                             burn_type_10                             burn_qtop_10                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                   radius                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                               surface_h1                              surface_he4                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters                              period_days                          log_period_days                             model_number                                      age                              period_days                        binary_separation                                  v_orb_1                                  v_orb_2                                     rl_1                                     rl_2                   rl_relative_overflow_1                   rl_relative_overflow_2                              star_1_mass                              star_2_mass                        lg_mtransfer_rate                           lg_mstar_dot_1                           lg_mstar_dot_2                         lg_system_mdot_1                         lg_system_mdot_2                           lg_wind_mdot_1                           lg_wind_mdot_2                        eff_xfer_fraction                                    J_orb                                     Jdot                                  jdot_mb                                  jdot_gr                                  jdot_ml                                  jdot_ls                        jdot_missing_wind                               extra_jdot                              donor_index                         point_mass_index 
                                       1                                     1153                  1.8846782619875785E+002                  2.2752372214015053E+000                  1.2299999687464362E+001                  3.4388583550964420E+001                 -8.7803376741718502E+000                  4.0239484925663032E+000                  3.2442722784909162E-001                  7.8125638069970194E-008                  9.9999998990139838E-001                  9.9999995199880676E-001                  3.4505686478634012E-001                  7.8125638069970194E-008                  4.3179422063685990E-001                  3.5033222191850510E-001                                        1                  3.2715029226117304E-001                                        3                  3.4977681926854043E-001                                        0                  3.5033222191850510E-001                                        3                  4.3470928954805593E-001                                        0                  9.9650587090862730E-001                                        5                  9.9669220026946004E-001                                        0                  9.9915048446863430E-001                                        5                  9.9948738306959595E-001                                        0                  9.9971158811218241E-001                                        5                  1.0000000000000000E+000                  4.2607361441299183E+000                 -2.9600305416987087E+001                 -9.8999999999999986E+001                  4.2607361441299183E+000                  2.1384724211210857E+000                  4.2574463825009721E+000                 -2.9600305416987087E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.1100814918837742E+033                  1.2360396455826541E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        5                  8.2391386965476765E-002                                        4                  2.0673156301412132E-001                                        3                  3.2921234915965625E-001                                        2                  3.4833030274213839E-001                                        4                  3.5291888861004916E-001                                        3                  4.7183257727832573E-001                                        2                  5.7335841477712601E-001                                        1                  6.6180643780360726E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4477474412135463E+000                  4.0348786205316793E+000                  4.4177716541070113E+000                  6.4520326429137342E-001                  4.2373879252346134E+000                  3.6610798841099489E-007                  7.5188641744712292E+000                  8.7154803423923222E-001                  1.6554734518212989E+001                  8.7154803423923222E-001                  7.5188641744712292E+000                  6.2048611424412936E-001                  8.4945568559707063E-001                  1.2982487252570745E+000                  6.9891114496037676E-001                  2.8055123937528947E-001                  1.5459046215695162E-004                  9.2732487818596027E-003                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108119964E-003                  9.3604466091399743E-003                  8.6052358929890662E+000                  3.4461471099858922E+000                                        0                                        0                                        3                 -9.9999999999999997E+098                 -9.9999999999999997E+098                  1.0000000000000000E+000                  1.8846782619875785E+002                  1.5000000564823347E+001                  6.5275517596761503E+001                  5.7053502408205460E+001                  1.6319954925341267E+002                  3.0799756013179724E+001                  1.9100867117686132E+001                 -8.5656471914204213E-001                 -1.0000000000000000E+000                  1.2299999687464362E+001                  4.2999999999999998E+000                 -9.8999999999999986E+001                 -8.7803376741718502E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.7803376741718502E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  6.3418058895998464E+053                 -7.0180912432493588E+035                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.0180912432493588E+035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.0000000000000000E+000 
                                       2                                      608                  4.1462921763726729E+002                  2.3544184674491300E+000                  1.2299999355960294E+001                  3.4388583539259507E+001                 -8.8339296053700576E+000                  4.2199406416943450E+000                  3.4032321853648295E-001                  7.8125640068371638E-008                  9.9999998840139237E-001                  9.9999995873054115E-001                  4.4629695557463656E-001                  7.8125640068371638E-008                  9.9879798134364917E-001                  9.9830104292057131E-001                                        1                  3.4308462298003778E-001                                        3                  4.5203582658101793E-001                                        0                  9.9830104292057131E-001                                        5                  9.9887187666909316E-001                                        0                  9.9920657680520319E-001                                        5                  9.9932631095255964E-001                                        0                  9.9941797670125532E-001                                        5                  9.9947398136365373E-001                                        0                  9.9988538316292053E-001                                        5                  1.0000000000000000E+000                  4.6953415970940036E+000                 -2.9922172330670492E+001                 -1.0660988584847640E+001                  4.6953415970940036E+000                  2.8752713687257159E+000                  4.6887191100283045E+000                 -2.9922172330670492E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6021321361688315E+033                  1.0277603950732883E+034                  1.1080324164725120E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.2070974611954013E+034                                        6                  2.0244398275512721E-002                                        5                  1.3649105565213682E-001                                        4                  2.6772799846693540E-001                                        3                  3.8248709912127449E-001                                        2                  4.5323904747397487E-001                                        3                  4.6057919108239664E-001                                        2                  5.6364131520782434E-001                                        1                  6.5366426774295427E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4437056589613997E+000                  4.0232703423310587E+000                  4.4410195979730611E+000                  6.4748268969535505E-001                  4.2328290627217395E+000                  3.9823010795502526E-007                  7.5137470577601224E+000                  8.5218419008722646E-001                  1.6530656823633585E+001                  8.5218419008722646E-001                  7.5137470577601224E+000                  6.2037826900236770E-001                  8.4956188997343984E-001                  1.2979438224926527E+000                  6.9912238191280396E-001                  2.8042538598834349E-001                  7.0235449228131985E-004                  9.2924090907573424E-003                  7.0000000000000029E-001                  2.7997020236474890E-001                  3.4416106108119964E-003                  9.3604466091399743E-003                  8.6051108478993878E+000                  3.4461667056389778E+000                                        0                                        0                                        5                 -9.9999999999999997E+098                 -9.9999999999999997E+098                  2.0000000000000000E+000                  4.1462921763726729E+002                  1.5000001163927127E+001                  6.5275518900321757E+001                  5.7053502408205482E+001                  1.6319954485493173E+002                  3.0799756472167264E+001                  1.9100867634014548E+001                 -8.5580991193919775E-001                 -1.0000000000000000E+000                  1.2299999355960294E+001                  4.2999999999999998E+000                 -9.8999999999999986E+001                 -8.8339296053700576E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.8339296053700576E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  6.3418058453249965E+053                 -6.2033615862740386E+035                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.2033615862740386E+035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.0000000000000000E+000 
                                       4                                      430                  8.7400056156678272E+002                  2.3099813818433175E+000                  1.2299998779708273E+001                  3.4388583518912917E+001                 -8.9343754215650257E+000                  5.8290406802279993E+000                  4.6622482602600757E-001                  7.8125643732107619E-008                  9.9999998741358342E-001                  9.9999995609638415E-001                  5.5625336911619239E-001                  7.8125643732107619E-008                  9.9938847743930515E-001                  9.9920657680520319E-001                                        1                  4.7390579337652994E-001                                        3                  5.6364134161426904E-001                                        0                  9.9819704650363728E-001                                        5                  9.9849319961124272E-001                                        0                  9.9887187666909316E-001                                        5                  9.9900831350365427E-001                                        0                  9.9920657680520319E-001                                        5                  9.9944646678131410E-001                                        0                  9.9995371583512638E-001                                        5                  1.0000000000000000E+000                  4.6665138032965068E+000                 -3.0594236464239618E+001                 -9.8999999999999986E+001                  4.6665138032965068E+000                  3.0448141659826051E+000                  4.6560105040379645E+000                 -3.0594236464239618E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.5374329575839568E+033                  1.0250956524245746E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        6                  2.0244399223958154E-002                                        5                  1.3649106204671069E-001                                        4                  2.6444831729089857E-001                                        3                  3.8127090940588226E-001                                        2                  4.8519889821448359E-001                                        1                  6.3020612972711976E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4346758304026768E+000                  3.9968233792458094E+000                  4.4907498625071280E+000                  6.5231886527017713E-001                  4.2231566912255030E+000                  4.0067967428433260E-007                  7.5030032348564859E+000                  8.1444891375254758E-001                  1.6482684356413774E+001                  8.1444891375254758E-001                  7.5030032348564859E+000                  6.2030876939636825E-001                  8.4963071668922285E-001                  1.2977478735320234E+000                  6.9925899154639060E-001                  2.8034009763474577E-001                  1.0387246855979632E-003                  9.3052812904468665E-003                  7.0000000000000018E-001                  2.7997020236474884E-001                  3.4416106108119964E-003                  9.3604466091399743E-003                  8.6048612768934465E+000                  3.4461977281407363E+000                                        0                                        0                                        4                 -9.9999999999999997E+098                 -9.9999999999999997E+098                  4.0000000000000000E+000                  8.7400056156678272E+002                  1.5000002205346611E+001                  6.5275521166294780E+001                  5.7053502408205496E+001                  1.6319953720907225E+002                  3.0799757270023278E+001                  1.9100868531545959E+001                 -8.5419528397134892E-001                 -1.0000000000000000E+000                  1.2299998779708273E+001                  4.2999999999999998E+000                 -9.8999999999999986E+001                 -8.9343754215650257E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.9343754215650257E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  6.3418057683622208E+053                 -4.9224499646446360E+035                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9224499646446360E+035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.0000000000000000E+000 
                                       6                                      430                  1.1679982216816725E+003                  2.1161613558272045E+000                  1.2299998477922514E+001                  3.4388583508257312E+001                 -9.0056054287227720E+000                  6.2943651566381495E+000                  5.0867419215188281E-001                  7.8125645841531366E-008                  9.9999998624284703E-001                  9.9999995024270205E-001                  5.9231257508183321E-001                  7.8125645841531366E-008                  9.9973893576333106E-001                  9.9955099277628001E-001                                        1                  5.1173706793021290E-001                                        3                  5.9926069515046609E-001                                        0                  9.9887187666909316E-001                                        5                  9.9900831350365427E-001                                        0                  9.9920657680520319E-001                                        5                  9.9944646678131410E-001                                        0                  9.9955099277628001E-001                                        5                  9.9975638122872934E-001                                        0                  9.9991549629592180E-001                                        5                  1.0000000000000000E+000                  4.5864428913587734E+000                 -3.0941196593185932E+001                 -9.8999999999999986E+001                  4.5864428913587734E+000                  2.9960382063162196E+000                  4.5751445010323151E+000                 -3.0941196593185932E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.3274358856008712E+033                  1.0078647449312668E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        6                  9.4867137310386020E-003                                        5                  1.2376284110620894E-001                                        4                  2.5162016151251670E-001                                        3                  3.7776558435361163E-001                                        2                  4.8293369042852663E-001                                        1                  5.7538671504426531E-001                                        0                  5.9864554063469000E-001                                        1                  6.2175959819172633E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4299133595428151E+000                  3.9830844598760460E+000                  4.5182925515626700E+000                  6.5497434730501780E-001                  4.2178457165002197E+000                  4.7599871963570891E-007                  7.4974284133404128E+000                  7.9564774320388931E-001                  1.6458491481756795E+001                  7.9564774320388931E-001                  7.4974284133404128E+000                  6.2029569686129682E-001                  8.4964390048372540E-001                  1.2977118217928869E+000                  6.9928520825389373E-001                  2.8032025563835361E-001                  1.0819516708983578E-003                  9.3082984259041743E-003                  6.9999999999999973E-001                  2.7997020236474879E-001                  3.4416106108119929E-003                  9.3604466091399708E-003                  8.6047300153818078E+000                  3.4462133345221022E+000                                        0                                        0                                        3                 -9.9999999999999997E+098                 -9.9999999999999997E+098                  6.0000000000000000E+000                  1.1679982216816727E+003                  1.5000002750742697E+001                  6.5275522352995040E+001                  5.7053502408205482E+001                  1.6319953320490140E+002                  3.0799757687864059E+001                  1.9100869001587206E+001                 -8.5330103576292093E-001                 -1.0000000000000000E+000                  1.2299998477922514E+001                  4.2999999999999998E+000                 -9.8999999999999986E+001                 -9.0056054287227720E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.0056054287227720E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  6.3418057280564695E+053                 -4.1778353375142222E+035                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.1778353375142222E+035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.0000000000000000E+000 
                                       8                                      430                  1.4126791033228790E+003                  2.1119566437724977E+000                  1.2299998253306951E+001                  3.4388583500326476E+001                 -9.0456878137761940E+000                  6.4270765260983724E+000                  5.2056345396914838E-001                  7.8125647062776693E-008                  9.9999998521845268E-001                  9.9999995024270205E-001                  5.9926070609383364E-001                  7.8125647062776693E-008                  9.9944646678131410E-001                  9.9909174690006353E-001                                        1                  5.2252662103999914E-001                                        3                  6.0610938445972606E-001                                        0                  9.9808822901830285E-001                                        5                  9.9849319961124272E-001                                        0                  9.9909174690006353E-001                                        5                  9.9950055303925889E-001                                        0                  9.9964187795035853E-001                                        5                  9.9975638122872934E-001                                        0                  9.9984906066933910E-001                                        5                  1.0000000000000000E+000                  4.5056585901217829E+000                 -3.1171106765814482E+001                 -1.0962018580511621E+001                  4.5056585901217829E+000                  2.9084571107331310E+000                  4.4945379110818910E+000                 -3.1171106765814482E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.0539409950189793E+033                  9.8615682382137834E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        6                  5.2976230689086856E-003                                        5                  1.1589898986965630E-001                                        4                  2.4635877389152372E-001                                        3                  3.6315810718248498E-001                                        2                  4.7461748154026440E-001                                        1                  5.6758122824410961E-001                                        0                  6.0863142974462980E-001                                        1                  6.1258677293959907E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4266777660696102E+000                  3.9738134935830876E+000                  4.5374311803135896E+000                  6.5681005110494894E-001                  4.2141743009695185E+000                  4.5500454202297910E-007                  7.4937350196616741E+000                  7.8343663617711534E-001                  1.6442680661146927E+001                  7.8343663617711534E-001                  7.4937350196616741E+000                  6.2029817476446425E-001                  8.4964178574968641E-001                  1.2977199926869594E+000                  6.9928109443056607E-001                  2.8031776597847385E-001                  1.0405582342049228E-003                  9.3087105166634286E-003                  6.9999999999999973E-001                  2.7997020236474890E-001                  3.4416106108119942E-003                  9.3604466091399743E-003                  8.6046389528404177E+000                  3.4462242157321459E+000                                        0                                        0                                        3                 -9.9999999999999997E+098                 -9.9999999999999997E+098                  8.0000000000000000E+000                  1.4126791033228792E+003                  1.5000003156674556E+001                  6.5275523236242009E+001                  5.7053502408205482E+001                  1.6319953022464455E+002                  3.0799757998857995E+001                  1.9100869351433335E+001                 -8.5267964831146303E-001                 -1.0000000000000000E+000                  1.2299998253306951E+001                  4.2999999999999998E+000                 -9.8999999999999986E+001                 -9.0456878137761940E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.0456878137761940E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  6.3418056980573759E+053                 -3.8095084890106584E+035                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.8095084890106584E+035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.0000000000000000E+000 
                                      10                                      430                  1.7367646084893229E+003                  2.2273660296706814E+000                  1.2299997979522622E+001                  3.4388583490659563E+001                 -9.0824952309282150E+000                  6.4412705303565900E+000                  5.2056346555631439E-001                  7.8125648617088927E-008                  9.9999998521845268E-001                  9.9999995024270205E-001                  6.0610939795105945E-001                  7.8125648617088927E-008                  9.9830104292057131E-001                  9.9808822901830285E-001                                        1                  5.2368061694645762E-001                                        3                  6.1287874843146606E-001                                        0                  9.9808822901830285E-001                                        5                  9.9849319961124272E-001                                        0                  9.9915048446863430E-001                                        5                  9.9924228094963696E-001                                        0                  9.9944646678131410E-001                                        5                  9.9978948004173884E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  4.4206120998373244E+000                 -3.1405779505104036E+001                 -9.8999999999999986E+001                  4.4206120998373244E+000                  2.8159723449023160E+000                  4.4096826622388354E+000                 -3.1405779505104036E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7754497026753925E+033                  9.6278546028037877E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        6                  1.7136255643048770E-003                                        5                  1.0348495093760990E-001                                        4                  2.2981510196871985E-001                                        3                  3.5917485228472390E-001                                        2                  4.6622485635661581E-001                                        1                  5.5998650324509147E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4233043064118851E+000                  3.9642977077149504E+000                  4.5582598328900827E+000                  6.5879907748633026E-001                  4.2101962385398419E+000                  3.7124798423708985E-007                  7.4899638057096016E+000                  7.7124098008488295E-001                  1.6426786200385269E+001                  7.7124098008488295E-001                  7.4899638057096016E+000                  6.2030125451326446E-001                  8.4963910562157763E-001                  1.2977299548736736E+000                  6.9927585940516357E-001                  2.8031554511810397E-001                  9.9385095859552903E-004                  9.3090867749210417E-003                  6.9999999999999973E-001                  2.7997020236474890E-001                  3.4416106108119946E-003                  9.3604466091399743E-003                  8.6045394759917002E+000                  3.4462363231202198E+000                                        0                                        0                                        3                 -9.9999999999999997E+098                 -9.9999999999999997E+098                  1.0000000000000000E+001                  1.7367646084893231E+003                  1.5000003651465681E+001                  6.5275524312833426E+001                  5.7053502408205475E+001                  1.6319952659200385E+002                  3.0799758377929109E+001                  1.9100869777861469E+001                 -8.5200338986566526E-001                 -1.0000000000000000E+000                  1.2299997979522622E+001                  4.2999999999999998E+000                 -9.8999999999999986E+001                 -9.0824952309282150E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.0824952309282150E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  6.3418056614914239E+053                 -3.4999476045259802E+035                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.4999476045259802E+035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.0000000000000000E+000 
                                      12                                      430                  2.1485637396255088E+003                  2.3514439911811609E+000                  1.2299997659707680E+001                  3.4388583479367377E+001                 -9.1176873631020161E+000                  6.3400878145225574E+000                  5.1530570946387555E-001                  7.8125650837534977E-008                  9.9999998375503218E-001                  9.9999994409633586E-001                  5.9926073501422272E-001                  7.8125650837534977E-008                  9.9924228094963696E-001                  9.9909174690006353E-001                                        1                  5.1545439193792775E-001                                        3                  6.0610941371062799E-001                                        0                  9.9909174690006353E-001                                        5                  9.9932631095255964E-001                                        0                  9.9968275856044531E-001                                        5                  9.9978948004173884E-001                                        0                  9.9986931831141801E-001                                        5                  9.9997067154664931E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  4.3273367391282500E+000                 -3.1621350307668727E+001                 -1.1439139835231284E+001                  4.3273367391282509E+000                  2.7052031503343721E+000                  4.3168440573770352E+000                 -3.1621350307668727E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.4727723266797754E+033                  9.3612858443775136E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        5                  9.4324776513561193E-002                                        4                  2.2242621864530954E-001                                        3                  3.4663480707265137E-001                                        2                  4.5489609320327917E-001                                        1                  5.5625341976694243E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4201177082448249E+000                  3.9555967690988361E+000                  4.5795394495159352E+000                  6.6082180451239325E-001                  4.2061507731955299E+000                  2.9903433949726542E-007                  7.4864957216471417E+000                  7.6037140469045161E-001                  1.6412482863099601E+001                  7.6037140469045161E-001                  7.4864957216471417E+000                  6.2030870847684105E-001                  8.4963218255948825E-001                  1.2977525410844140E+000                  6.9926221400394728E-001                  2.8031728487416313E-001                  9.1864499500712577E-004                  9.3088746691587527E-003                  6.9999999999999996E-001                  2.7997020236474890E-001                  3.4416106108119959E-003                  9.3604466091399760E-003                  8.6044375181668560E+000                  3.4462492042941859E+000                                        0                                        0                                        3                 -9.9999999999999997E+098                 -9.9999999999999997E+098                  1.2000000000000000E+001                  2.1485637396255092E+003                  1.5000004229444716E+001                  6.5275525570429267E+001                  5.7053502408205496E+001                  1.6319952234861725E+002                  3.0799758820732432E+001                  1.9100870275983816E+001                 -8.5131248993958741E-001                 -1.0000000000000000E+000                  1.2299997659707680E+001                  4.2999999999999998E+000                 -9.8999999999999986E+001                 -9.1176873631020161E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.1176873631020161E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  6.3418056187777359E+053                 -3.2275236063669157E+035                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.2275236063669157E+035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.0000000000000000E+000 
